City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Chennai,2015-04-24,70.45,,27.72,39.33,14.56,12.32,5.53,5.1,27.91,14.22,9.63,,180.0,Moderate
Chennai,2015-04-25,60.15,,32.58,35.63,10.76,11.38,10.28,8.42,,9.09,,,130.0,Moderate
Chennai,2015-04-26,57.57,,35.23,36.72,6.91,10.85,10.92,1.23,,7.86,,,102.0,Moderate
Chennai,2015-04-27,67.8,,21.79,26.61,8.07,15.0,12.02,0.91,,8.55,,,113.0,Moderate
Chennai,2015-04-28,70.85,,45.19,45.19,7.91,13.97,13.1,32.85,,9.43,,,136.0,Moderate
Chennai,2015-04-29,63.16,,41.12,49.3,9.38,14.0,8.02,9.32,,7.45,,,130.0,Moderate
Chennai,2015-04-30,55.47,,42.65,58.18,10.16,18.24,4.31,6.67,,13.33,0.53,,115.0,Moderate
Chennai,2015-05-01,51.62,,16.04,19.39,8.77,16.77,10.29,3.44,,2.91,0.1,,108.0,Moderate
Chennai,2015-05-02,85.26,,28.87,37.2,9.61,20.97,9.7,2.69,,0.15,,,139.0,Moderate
Chennai,2015-05-03,44.26,,24.54,34.41,20.42,16.24,6.09,4.29,11.32,0.62,,,140.0,Moderate
Chennai,2015-05-04,28.97,,14.67,16.92,7.19,16.06,8.1,5.86,11.91,0.57,0.46,,100.0,Satisfactory
Chennai,2015-05-05,35.16,,20.39,22.34,10.33,14.54,5.16,6.65,17.11,2.45,1.24,,107.0,Moderate
Chennai,2015-05-06,44.1,,11.98,16.92,12.74,14.63,7.07,11.24,19.53,3.44,3.87,,124.0,Moderate
Chennai,2015-05-07,57.31,,7.24,20.94,21.64,18.01,1.72,9.54,23.77,2.94,21.72,,130.0,Moderate
Chennai,2015-05-08,54.28,,18.46,24.85,17.05,23.82,9.48,18.14,31.3,0.85,,,201.0,Poor
Chennai,2015-05-09,60.64,,15.09,25.94,17.23,32.5,5.22,16.28,28.72,1.52,1.45,,126.0,Moderate
Chennai,2015-05-10,53.69,,22.35,29.04,37.17,19.91,2.05,9.01,20.45,0.13,,,153.0,Moderate
Chennai,2015-05-11,49.2,,19.46,33.32,31.25,17.07,2.73,21.84,21.28,4.32,22.23,,176.0,Moderate
Chennai,2015-05-12,82.63,,29.3,43.83,43.94,18.78,1.8,17.42,22.25,12.35,5.09,,146.0,Moderate
Chennai,2015-05-13,100.77,,9.42,22.81,21.94,17.5,1.95,10.63,23.81,10.64,6.9,,208.0,Poor
Chennai,2015-05-14,120.24,,15.04,23.93,24.47,27.53,2.47,10.36,24.4,0.01,5.36,,285.0,Poor
Chennai,2015-05-15,70.64,,6.67,20.05,18.36,53.13,1.6,10.03,25.08,,5.47,,178.0,Moderate
Chennai,2015-05-16,91.69,,6.21,19.7,18.4,56.05,2.47,10.54,24.75,,5.01,,209.0,Poor
Chennai,2015-05-17,79.98,,6.78,19.21,18.38,50.22,3.12,9.98,25.84,,3.66,,201.0,Poor
Chennai,2015-05-18,87.7,,6.53,19.56,18.2,58.39,2.46,11.85,26.06,,2.62,,196.0,Moderate
Chennai,2015-05-19,83.47,,38.26,49.11,35.47,55.27,4.75,15.11,26.21,,2.09,,156.0,Moderate
Chennai,2015-05-20,97.96,,5.9,16.44,18.92,52.02,6.45,16.19,24.28,,2.03,,135.0,Moderate
Chennai,2015-05-21,97.74,,6.16,16.72,18.82,53.87,2.56,14.97,39.53,,2.85,,197.0,Moderate
Chennai,2015-05-22,85.55,,5.93,16.47,18.43,51.63,3.13,13.12,40.22,2.88,2.76,,200.0,Moderate
Chennai,2015-05-23,90.87,,7.67,17.24,19.78,55.21,2.23,10.51,40.41,3.21,4.2,,166.0,Moderate
Chennai,2015-05-24,78.25,,6.55,17.43,17.31,54.03,1.91,18.74,26.44,,2.26,,148.0,Moderate
Chennai,2015-05-25,125.51,,9.66,17.14,20.45,58.32,2.7,11.06,40.59,,2.2,,177.0,Moderate
Chennai,2015-05-26,113.78,,6.1,15.58,17.15,52.12,2.91,12.79,40.91,,4.2,,235.0,Poor
Chennai,2015-05-27,119.68,,9.6,16.33,19.94,56.9,4.16,11.4,43.83,5.37,4.15,,277.0,Poor
Chennai,2015-05-28,105.59,,14.0,20.24,23.78,53.36,3.18,11.34,52.84,2.7,3.99,,221.0,Poor
Chennai,2015-05-29,100.5,,19.0,21.32,26.22,58.98,1.45,10.99,44.51,,,,204.0,Poor
Chennai,2015-05-30,102.97,,24.07,25.74,35.87,52.25,2.12,9.7,52.73,,93.65,,206.0,Poor
Chennai,2015-05-31,127.46,,18.69,29.99,27.0,55.9,1.43,11.03,48.19,,27.09,,211.0,Poor
Chennai,2015-06-01,129.49,,4.23,14.97,15.73,53.25,1.56,11.45,46.7,,0.11,,216.0,Poor
Chennai,2015-06-02,100.13,,4.48,14.35,14.84,54.95,2.51,9.62,47.98,,,,220.0,Poor
Chennai,2015-06-03,108.88,,5.25,16.12,17.11,58.26,1.44,10.79,50.59,,,,203.0,Poor
Chennai,2015-06-04,111.48,,4.69,15.66,16.38,57.97,1.51,10.8,42.62,,,,207.0,Poor
Chennai,2015-06-05,73.81,,9.21,16.64,18.28,53.98,1.48,11.32,40.96,0.13,1.71,,200.0,Moderate
Chennai,2015-06-06,60.15,,4.59,15.47,16.48,55.75,1.53,9.55,46.33,,2.53,,125.0,Moderate
Chennai,2015-06-07,61.59,,4.51,15.4,16.38,52.11,2.02,10.2,46.1,0.09,2.1,,150.0,Moderate
Chennai,2015-06-08,64.94,,4.86,15.86,16.71,53.63,1.57,11.71,43.28,73.92,45.7,,119.0,Moderate
Chennai,2015-06-09,61.26,,4.94,15.26,15.78,50.27,1.85,14.35,44.62,1.4,1.39,,121.0,Moderate
Chennai,2015-06-10,58.49,,4.21,15.22,16.17,57.02,2.68,11.19,49.07,,1.39,,144.0,Moderate
Chennai,2015-06-11,58.84,,6.18,15.13,17.09,54.34,1.87,7.89,50.75,,1.56,,117.0,Moderate
Chennai,2015-06-12,60.75,,5.64,15.08,16.42,52.24,1.88,9.5,43.42,,,,121.0,Moderate
Chennai,2015-06-13,58.12,,5.17,15.31,16.68,57.06,1.9,9.94,45.84,,,,118.0,Moderate
Chennai,2015-06-14,58.33,,4.06,15.4,16.56,57.11,1.89,9.48,46.63,,265.98,,117.0,Moderate
Chennai,2015-06-15,59.87,,5.29,14.98,17.13,52.87,2.73,8.94,37.5,,81.3,,165.0,Moderate
Chennai,2015-06-16,49.91,,3.95,13.37,14.54,53.49,1.85,8.31,39.99,70.96,15.55,,118.0,Moderate
Chennai,2015-06-17,53.53,,3.85,12.39,13.86,54.26,1.97,10.04,35.97,391.88,2.34,,120.0,Moderate
Chennai,2015-06-18,45.43,,3.25,11.22,12.39,55.0,1.89,6.89,36.51,5.1,2.68,,114.0,Moderate
Chennai,2015-06-19,54.86,,4.57,14.6,15.3,56.56,2.67,13.31,36.11,0.16,1.74,,155.0,Moderate
Chennai,2015-06-20,56.25,,4.53,15.23,16.57,58.34,2.25,10.29,37.1,,1.27,,158.0,Moderate
Chennai,2015-06-21,57.87,,3.92,15.88,17.05,57.83,1.89,9.93,41.28,11.12,3.65,,118.0,Moderate
Chennai,2015-06-22,72.61,,6.83,17.51,18.04,55.43,2.93,9.47,38.85,0.17,0.12,,152.0,Moderate
Chennai,2015-06-23,68.28,,7.62,16.15,14.61,52.18,2.3,10.42,33.71,1.46,1.35,,181.0,Moderate
Chennai,2015-06-24,58.07,,7.07,16.31,15.81,51.31,2.33,12.21,38.65,3.31,0.41,,167.0,Moderate
Chennai,2015-06-25,67.93,,7.21,19.42,16.81,49.56,2.43,10.78,42.65,0.78,0.22,,158.0,Moderate
Chennai,2015-06-26,69.03,,3.74,17.22,15.38,63.57,2.71,11.35,36.46,0.89,0.15,,147.0,Moderate
Chennai,2015-06-27,76.57,,4.06,15.11,14.84,48.26,2.33,10.04,33.37,0.86,0.12,,149.0,Moderate
Chennai,2015-06-28,77.2,,4.02,17.59,15.56,56.33,2.04,9.68,28.86,0.91,0.13,,157.0,Moderate
Chennai,2015-06-29,76.18,,3.79,17.75,15.68,55.49,2.04,10.84,32.23,0.93,0.13,,157.0,Moderate
Chennai,2015-06-30,77.16,,3.53,17.68,15.59,49.23,2.32,11.67,33.71,0.94,0.13,,172.0,Moderate
Chennai,2015-07-01,83.72,,8.87,20.08,20.23,53.46,2.59,14.01,32.66,0.98,0.18,,201.0,Poor
Chennai,2015-07-02,68.41,,5.59,20.66,18.33,50.73,1.8,13.46,33.28,1.02,0.21,,169.0,Moderate
Chennai,2015-07-03,73.86,,6.06,21.36,17.47,56.63,7.39,13.24,30.81,1.02,0.21,,186.0,Moderate
Chennai,2015-07-04,70.58,,8.99,17.94,14.05,52.85,20.62,15.31,29.69,1.03,0.23,,290.0,Poor
Chennai,2015-07-05,70.61,,4.7,20.14,17.67,54.4,2.19,13.9,30.78,1.02,0.23,,193.0,Moderate
Chennai,2015-07-06,71.19,,5.51,20.02,17.66,50.38,1.84,14.55,28.04,0.96,0.18,,164.0,Moderate
Chennai,2015-07-07,69.56,,4.76,20.37,17.7,52.81,2.22,11.02,30.14,1.02,0.13,,187.0,Moderate
Chennai,2015-07-08,68.72,,4.69,19.66,17.44,58.71,1.99,15.11,28.23,1.01,0.22,,160.0,Moderate
Chennai,2015-07-09,67.95,,12.24,13.66,20.38,46.24,2.76,10.39,40.63,,,,207.0,Poor
Chennai,2015-07-10,59.59,,7.78,14.72,16.86,52.64,1.89,13.92,36.19,0.87,0.18,,169.0,Moderate
Chennai,2015-07-11,62.54,,6.95,19.45,16.78,62.36,8.49,7.05,31.75,,,,208.0,Poor
Chennai,2015-07-12,61.7,,6.01,20.32,15.16,52.0,8.59,6.71,33.56,0.99,6.67,,230.0,Poor
Chennai,2015-07-13,65.54,,5.32,19.39,17.75,47.1,1.89,9.44,36.38,0.29,0.17,,146.0,Moderate
Chennai,2015-07-14,53.35,,9.12,20.42,20.14,50.93,2.54,8.74,35.64,,,,188.0,Moderate
Chennai,2015-07-15,59.2,,7.11,17.26,17.66,46.66,2.26,9.23,32.25,0.1,0.16,,191.0,Moderate
Chennai,2015-07-16,57.02,,8.0,18.65,18.99,47.76,2.39,9.08,30.0,0.1,0.16,,189.0,Moderate
Chennai,2015-07-17,53.75,,5.96,18.59,17.67,48.22,2.13,8.02,32.51,,,,154.0,Moderate
Chennai,2015-07-18,48.36,,5.28,19.18,17.62,45.27,2.63,7.56,30.9,,,,190.0,Moderate
Chennai,2015-07-19,40.7,,6.33,19.23,18.33,59.74,1.47,10.39,28.57,,0.03,,104.0,Moderate
Chennai,2015-07-20,36.72,,5.52,18.96,17.64,46.58,2.31,10.8,30.88,,,,132.0,Moderate
Chennai,2015-07-21,42.94,,5.1,18.58,16.77,46.58,1.58,11.47,31.69,,3.1,,100.0,Satisfactory
Chennai,2015-07-22,47.23,,4.8,18.89,16.87,47.49,1.4,7.34,28.35,0.06,0.84,,126.0,Moderate
Chennai,2015-07-23,81.77,,16.14,26.1,25.0,42.63,2.61,11.97,32.5,0.06,0.06,,141.0,Moderate
Chennai,2015-07-24,83.64,,9.73,18.19,19.02,42.14,1.93,14.1,38.29,,,,210.0,Poor
Chennai,2015-07-25,53.69,,4.82,20.33,17.18,48.95,1.43,11.06,31.79,,,,102.0,Moderate
Chennai,2015-07-26,47.88,,4.45,19.16,16.82,50.64,1.31,14.62,29.31,,0.1,,92.0,Satisfactory
Chennai,2015-07-27,57.59,,6.64,18.92,17.87,44.13,2.16,12.57,24.5,,0.09,,123.0,Moderate
Chennai,2015-07-28,51.55,,5.14,18.75,17.09,45.49,1.56,11.53,31.29,,,,143.0,Moderate
Chennai,2015-07-29,50.58,,4.86,19.44,17.33,35.66,2.43,10.73,30.81,,,,144.0,Moderate
Chennai,2015-07-30,49.89,,5.12,19.47,17.43,39.93,2.28,13.85,29.26,,,,141.0,Moderate
Chennai,2015-07-31,56.67,,6.55,19.64,18.32,41.61,1.79,16.07,30.59,,,,106.0,Moderate
Chennai,2015-08-01,85.39,,24.62,29.71,36.6,42.88,4.08,16.06,29.3,,0.99,,195.0,Moderate
Chennai,2015-08-02,70.17,,6.32,15.44,17.87,44.0,2.12,22.81,18.06,,,,194.0,Moderate
Chennai,2015-08-03,49.45,,6.56,14.52,18.15,39.68,1.56,16.03,16.74,0.01,0.02,,98.0,Satisfactory
Chennai,2015-08-04,64.89,,9.85,15.17,20.9,33.16,1.33,22.46,19.37,6.14,1.93,,120.0,Moderate
Chennai,2015-08-05,59.69,,7.9,16.22,19.77,46.45,1.41,19.41,16.56,30.27,31.58,,112.0,Moderate
Chennai,2015-08-06,49.27,,6.46,14.74,17.93,41.35,2.89,11.0,12.61,10.46,14.45,,189.0,Moderate
Chennai,2015-08-07,56.12,,7.86,14.52,18.89,40.63,1.27,11.79,14.3,6.01,10.17,,100.0,Satisfactory
Chennai,2015-08-08,63.11,,8.68,15.11,19.82,39.26,2.56,12.75,11.84,4.63,8.43,,145.0,Moderate
Chennai,2015-08-09,55.12,,7.62,15.08,19.0,43.36,1.35,12.69,14.38,3.29,4.77,,123.0,Moderate
Chennai,2015-08-10,54.41,,7.37,14.92,18.75,35.22,1.11,12.13,15.58,2.91,1.86,,96.0,Satisfactory
Chennai,2015-08-11,61.65,,8.71,15.12,19.68,36.74,1.02,12.74,16.66,,,,96.0,Satisfactory
Chennai,2015-08-12,53.49,,7.35,14.57,18.54,44.64,1.06,11.88,14.3,6.14,,,106.0,Moderate
Chennai,2015-08-13,58.42,,8.6,14.41,19.25,36.34,1.17,9.36,13.79,6.14,,,102.0,Moderate
Chennai,2015-08-14,57.52,,7.55,15.55,19.18,39.0,1.42,13.1,15.16,,,,121.0,Moderate
Chennai,2015-08-15,51.29,,6.41,14.77,17.4,34.65,1.02,12.76,13.02,,,,96.0,Satisfactory
Chennai,2015-08-16,58.79,,7.48,16.06,19.42,32.92,1.0,15.0,22.01,4.82,,,111.0,Moderate
Chennai,2015-08-17,63.39,,9.21,15.16,20.02,32.13,1.35,11.61,20.54,,,,129.0,Moderate
Chennai,2015-08-18,66.98,,9.85,16.15,20.4,37.0,1.26,14.04,12.83,,,,106.0,Moderate
Chennai,2015-08-19,69.54,,10.26,15.61,20.61,35.64,1.19,12.82,13.74,,,,123.0,Moderate
Chennai,2015-08-20,64.9,,18.87,19.19,28.28,41.66,1.78,13.55,15.53,0.54,,,176.0,Moderate
Chennai,2015-08-21,43.12,,7.05,13.87,17.52,40.55,1.15,13.4,15.55,,,,91.0,Satisfactory
Chennai,2015-08-22,39.93,,7.95,14.15,17.77,44.2,4.88,19.33,12.97,,,,165.0,Moderate
Chennai,2015-08-23,33.26,,8.13,14.71,18.63,52.02,1.12,14.34,10.11,,8.0,,108.0,Moderate
Chennai,2015-08-24,40.27,,8.07,14.15,18.19,40.25,1.95,13.4,12.72,,,,119.0,Moderate
Chennai,2015-08-25,46.96,,7.88,13.55,17.72,33.69,1.48,11.86,13.35,,,,98.0,Satisfactory
Chennai,2015-08-26,39.91,,7.39,13.23,17.04,25.41,1.24,13.06,16.24,,,,100.0,Satisfactory
Chennai,2015-08-27,39.65,,7.25,12.82,16.21,25.89,1.94,12.83,12.59,39.39,3.09,,127.0,Moderate
Chennai,2015-08-28,45.16,,8.5,13.19,16.74,28.32,1.54,14.31,10.77,194.28,8.48,,100.0,Satisfactory
Chennai,2015-08-29,43.58,,8.78,14.18,17.26,26.79,2.19,14.6,11.95,,,,146.0,Moderate
Chennai,2015-08-30,37.62,,8.16,16.1,17.88,24.53,1.54,14.9,18.81,287.49,1.19,,112.0,Moderate
Chennai,2015-08-31,41.0,,8.04,15.66,17.36,23.7,1.43,14.02,20.96,,,,97.0,Satisfactory
Chennai,2015-09-01,32.37,,8.57,16.34,18.15,26.38,1.21,15.72,30.26,,,,88.0,Satisfactory
Chennai,2015-09-02,24.27,,8.54,16.66,18.34,24.6,4.7,16.01,34.15,,,,163.0,Moderate
Chennai,2015-09-03,26.54,,9.27,17.24,19.25,23.58,1.99,18.24,28.04,,,,99.0,Satisfactory
Chennai,2015-09-04,26.96,,9.51,17.1,19.35,23.47,1.92,14.6,28.95,,,,106.0,Moderate
Chennai,2015-09-05,25.83,,9.14,16.9,19.0,27.06,2.01,11.02,29.73,,,,83.0,Satisfactory
Chennai,2015-09-06,26.47,,9.58,17.03,19.38,23.63,1.68,11.13,20.59,,,,82.0,Satisfactory
Chennai,2015-09-07,27.97,,9.8,17.3,19.68,23.09,1.75,12.8,22.13,,,,107.0,Moderate
Chennai,2015-09-08,27.86,,9.65,17.24,19.5,26.37,1.47,9.81,20.26,80.72,,,86.0,Satisfactory
Chennai,2015-09-09,26.89,,9.23,16.89,19.05,26.56,1.61,11.61,24.66,,,,88.0,Satisfactory
Chennai,2015-09-10,28.78,,9.76,17.02,19.51,25.26,2.16,12.2,24.13,,,,148.0,Moderate
Chennai,2015-09-11,31.49,,10.3,15.04,18.98,29.07,1.54,14.18,19.44,,,,79.0,Satisfactory
Chennai,2015-09-12,32.09,,10.28,14.96,18.92,23.77,1.39,12.68,18.16,,,,82.0,Satisfactory
Chennai,2015-09-13,29.23,,9.88,15.72,18.98,24.6,1.32,11.18,23.09,,,,79.0,Satisfactory
Chennai,2015-09-14,30.94,,9.95,15.18,18.66,23.52,1.84,12.36,22.54,10.04,0.06,,128.0,Moderate
Chennai,2015-09-15,29.62,,9.43,14.0,17.61,24.65,1.03,9.85,22.76,11.1,5.24,,77.0,Satisfactory
Chennai,2015-09-16,29.73,,9.38,12.96,17.13,22.52,1.0,11.55,20.48,,10.4,,74.0,Satisfactory
Chennai,2015-09-17,30.34,,10.03,10.69,16.63,23.18,0.96,8.44,22.81,,,,70.0,Satisfactory
Chennai,2015-09-18,31.63,,10.28,10.45,16.76,23.56,2.1,11.12,22.77,,7.61,,116.0,Moderate
Chennai,2015-09-19,35.42,,11.71,10.47,17.88,24.9,0.82,12.1,34.03,,,,77.0,Satisfactory
Chennai,2015-09-20,27.32,,10.97,10.48,17.46,25.08,2.93,10.2,32.15,,,,197.0,Moderate
Chennai,2015-09-21,27.69,,10.7,10.76,17.2,23.36,2.95,10.36,30.29,,,,214.0,Poor
Chennai,2015-09-22,39.77,,9.91,11.93,16.66,24.32,1.72,12.19,26.91,,,,121.0,Moderate
Chennai,2015-09-23,31.65,,10.35,10.81,16.65,25.1,1.31,11.9,19.27,,,,84.0,Satisfactory
Chennai,2015-09-24,39.97,,12.07,10.01,17.23,24.19,1.74,10.22,15.36,0.09,14.91,,131.0,Moderate
Chennai,2015-09-25,41.94,,13.27,10.75,18.43,23.73,2.19,12.38,19.24,0.54,1.44,,153.0,Moderate
Chennai,2015-09-26,65.79,,16.61,9.7,20.27,23.06,1.79,12.36,47.29,3.88,1.2,,171.0,Moderate
Chennai,2015-09-27,86.4,,12.74,10.03,17.36,25.37,1.02,16.69,52.35,1.88,1.24,,165.0,Moderate
Chennai,2015-09-28,61.69,,12.83,10.08,17.57,23.16,1.89,12.7,41.98,,40.72,,176.0,Moderate
Chennai,2015-09-29,44.26,,13.58,10.47,18.3,24.47,4.41,11.8,31.31,,,,224.0,Poor
Chennai,2015-09-30,42.71,,13.38,10.73,18.11,25.7,1.89,14.96,33.91,,,,154.0,Moderate
Chennai,2015-10-01,46.97,,13.64,11.77,19.08,22.48,2.76,11.92,22.96,,,,188.0,Moderate
Chennai,2015-10-02,42.17,,12.45,10.78,17.5,23.43,1.77,12.23,22.74,,,,135.0,Moderate
Chennai,2015-10-03,47.0,,14.53,12.94,18.79,24.93,0.81,12.86,21.73,3.13,,,84.0,Satisfactory
Chennai,2015-10-04,49.45,,15.59,15.21,19.82,23.82,1.14,12.05,31.57,0.04,59.02,,107.0,Moderate
Chennai,2015-10-05,46.7,,17.25,13.7,20.87,29.51,0.65,13.31,32.14,0.04,0.49,,89.0,Satisfactory
Chennai,2015-10-06,33.87,,12.56,10.87,17.82,22.41,2.18,12.95,30.89,0.08,0.63,,136.0,Moderate
Chennai,2015-10-07,33.0,,10.66,11.79,16.77,22.99,1.18,12.52,28.49,10.1,0.42,,94.0,Satisfactory
Chennai,2015-10-08,36.3,,9.39,12.98,16.24,22.45,1.2,10.55,32.23,16.19,,,82.0,Satisfactory
Chennai,2015-10-09,36.51,,9.45,12.68,16.1,23.68,1.37,10.6,25.16,,,,86.0,Satisfactory
Chennai,2015-10-10,37.71,,9.9,12.52,16.23,24.42,1.72,9.32,23.29,4.28,0.28,,107.0,Moderate
Chennai,2015-10-11,35.73,,9.26,12.94,16.04,23.82,2.62,11.37,21.22,,0.05,,165.0,Moderate
Chennai,2015-10-12,36.27,,9.4,13.16,16.27,24.01,1.88,11.1,25.34,3.2,2.01,,150.0,Moderate
Chennai,2015-10-13,122.16,,32.03,21.5,37.11,25.89,2.61,10.78,23.67,3.26,25.37,,203.0,Poor
Chennai,2015-10-14,90.73,,21.94,22.21,22.57,25.37,2.08,10.14,26.13,,0.16,,263.0,Poor
Chennai,2015-10-15,63.96,,22.31,22.35,33.64,25.85,1.75,9.37,23.01,,,,196.0,Moderate
Chennai,2015-10-16,48.79,,14.76,15.46,21.71,27.06,1.61,13.63,24.94,,0.1,,156.0,Moderate
Chennai,2015-10-17,34.96,,12.79,14.19,18.81,23.99,1.75,9.58,31.38,,,,147.0,Moderate
Chennai,2015-10-18,37.55,,13.09,13.58,18.72,29.5,1.05,8.24,20.22,,,,109.0,Moderate
Chennai,2015-10-19,31.54,,11.55,12.4,16.95,25.99,2.02,7.93,18.08,,,,121.0,Moderate
Chennai,2015-10-20,37.74,,15.02,12.9,19.39,29.24,1.14,6.07,17.91,,,,83.0,Satisfactory
Chennai,2015-10-21,41.27,,11.42,14.19,16.82,,7.62,7.1,19.12,,,,241.0,Poor
Chennai,2015-10-22,47.68,,11.51,13.2,16.65,74.89,1.6,9.12,24.82,,,,133.0,Moderate
Chennai,2015-10-23,81.26,,23.27,20.88,27.69,66.35,3.21,7.26,20.24,,,,238.0,Poor
Chennai,2015-10-24,44.79,,13.46,12.53,18.71,65.37,1.64,5.03,28.69,,,,175.0,Moderate
Chennai,2015-10-25,50.98,,11.11,12.27,17.9,73.15,1.28,8.34,56.16,,,,136.0,Moderate
Chennai,2015-10-26,46.79,,10.0,12.05,17.04,71.95,0.98,8.23,57.43,,,,130.0,Moderate
Chennai,2015-10-27,54.0,,10.84,13.79,18.37,73.0,0.88,9.78,59.47,,,,128.0,Moderate
Chennai,2015-10-28,52.65,,11.11,11.71,17.4,77.18,1.1,8.2,60.46,,,,136.0,Moderate
Chennai,2015-10-29,55.75,,16.03,12.9,20.18,67.45,0.91,6.93,47.37,,,,125.0,Moderate
Chennai,2015-10-30,52.29,,10.23,10.92,16.59,58.32,1.04,9.78,44.29,,,,113.0,Moderate
Chennai,2015-10-31,41.39,,10.99,9.93,16.44,67.74,2.56,8.92,42.18,,,,195.0,Moderate
Chennai,2015-11-01,44.08,,10.15,10.76,16.59,64.13,2.6,8.96,50.33,22.34,30.27,,174.0,Moderate
Chennai,2015-11-02,41.44,,9.98,11.73,15.99,56.08,1.34,10.96,61.39,30.77,38.46,,142.0,Moderate
Chennai,2015-11-03,41.96,,11.0,13.78,15.28,65.03,1.34,8.85,44.1,,16.17,,122.0,Moderate
Chennai,2015-11-04,41.8,,10.68,13.77,15.7,60.9,2.03,8.37,39.61,,23.49,,135.0,Moderate
Chennai,2015-11-05,43.18,,12.31,15.87,16.76,67.74,1.81,6.42,27.51,0.01,5.94,,128.0,Moderate
Chennai,2015-11-06,44.74,,16.01,23.81,18.55,53.83,4.34,6.37,32.31,0.01,0.01,,204.0,Poor
Chennai,2015-11-07,53.31,,10.05,18.91,13.82,142.84,1.55,7.08,43.44,,,,132.0,Moderate
Chennai,2015-11-08,38.73,,7.29,16.0,15.58,129.91,1.71,6.04,50.61,,,,154.0,Moderate
Chennai,2015-11-09,23.46,,5.53,13.02,17.17,210.06,1.91,5.22,56.36,,,,119.0,Moderate
Chennai,2015-11-10,76.42,,5.55,13.89,17.79,46.22,1.17,7.75,92.04,,,,117.0,Moderate
Chennai,2015-11-11,53.36,,6.24,15.85,20.5,186.57,1.4,6.6,64.95,,,,183.0,Moderate
Chennai,2015-11-12,44.5,,6.16,15.41,19.8,197.29,1.27,5.01,43.68,,,,100.0,Satisfactory
Chennai,2015-11-13,51.11,,5.48,14.79,18.1,176.1,1.38,3.91,64.42,,,,106.0,Moderate
Chennai,2015-11-14,55.76,,5.68,14.72,18.0,210.23,1.2,2.98,69.77,,,,132.0,Moderate
Chennai,2015-11-15,49.55,,5.76,13.89,17.69,124.02,1.09,3.53,58.57,,,,122.0,Moderate
Chennai,2015-11-16,31.49,,5.43,12.65,16.81,128.37,1.62,5.31,65.97,,,,105.0,Moderate
Chennai,2015-11-17,30.89,,5.26,12.88,16.78,148.89,1.48,3.37,70.3,,,,133.0,Moderate
Chennai,2015-11-18,36.51,,4.87,13.25,16.64,145.71,1.38,4.9,58.16,,,,98.0,Satisfactory
Chennai,2015-11-19,30.69,,5.86,11.68,15.07,64.36,1.52,4.21,32.87,,,,98.0,Satisfactory
Chennai,2015-11-20,28.66,,5.87,9.19,12.74,5.61,1.34,4.45,28.91,,,,89.0,Satisfactory
Chennai,2015-11-21,33.37,,5.39,8.59,11.95,12.4,1.16,4.83,42.39,9.68,60.67,,87.0,Satisfactory
Chennai,2015-11-22,29.11,,5.56,7.91,11.45,135.17,1.81,5.28,48.21,9.67,36.7,,126.0,Moderate
Chennai,2015-11-23,27.08,,5.2,7.74,11.1,142.9,1.24,4.81,50.22,,,,90.0,Satisfactory
Chennai,2015-11-24,25.63,,5.94,8.34,11.94,81.89,1.29,6.64,43.05,,,,93.0,Satisfactory
Chennai,2015-11-25,35.35,,5.19,8.2,11.11,130.64,1.19,4.21,48.89,,,,96.0,Satisfactory
Chennai,2015-11-26,36.82,,4.97,8.01,11.06,68.35,0.99,4.03,65.25,,,,107.0,Moderate
Chennai,2015-11-27,36.96,,5.93,8.11,11.82,131.43,1.2,5.08,53.11,,,,103.0,Moderate
Chennai,2015-11-28,44.41,,6.43,8.91,12.59,141.84,1.3,5.82,57.22,,,,112.0,Moderate
Chennai,2015-11-29,29.55,,5.14,7.53,10.95,142.26,1.22,4.82,61.76,,,,113.0,Moderate
Chennai,2015-11-30,31.97,,5.24,7.9,11.18,172.14,1.23,4.7,56.35,,,,99.0,Satisfactory
Chennai,2015-12-01,28.82,,5.35,7.8,11.26,119.06,1.33,4.67,49.71,,,,103.0,Moderate
Chennai,2015-12-02,32.64,,3.75,7.94,10.39,113.53,1.78,4.2,43.19,,,,161.0,Moderate
Chennai,2015-12-03,52.16,,2.73,5.88,8.18,,1.12,1.97,35.62,,,,85.0,Satisfactory
Chennai,2015-12-04,,,,,,,,,,,,,80.0,Satisfactory
Chennai,2015-12-05,,,,,,,,,,,,,,
Chennai,2015-12-06,,,,,,,,,,,,,,
Chennai,2015-12-07,13.27,,4.7,7.74,9.83,83.48,2.11,11.52,19.08,,,,,
Chennai,2015-12-08,48.08,,5.18,6.79,9.96,139.64,1.23,4.0,32.87,,,,107.0,Moderate
Chennai,2015-12-09,40.81,,5.66,6.05,9.97,180.77,1.54,3.34,34.14,,,,121.0,Moderate
Chennai,2015-12-10,40.96,,6.78,6.76,10.95,302.08,1.28,2.65,36.71,,,,100.0,Satisfactory
Chennai,2015-12-11,46.17,,5.64,5.56,9.2,147.67,1.49,2.63,36.39,,,,108.0,Moderate
Chennai,2015-12-12,78.83,,7.53,7.55,12.74,86.29,1.34,2.85,36.2,,,,97.0,Satisfactory
Chennai,2015-12-13,138.07,,8.98,8.62,14.8,134.62,1.23,4.44,45.23,,,,130.0,Moderate
